,Username,Tweets Ago,index,Compound Score,Negative Score,Neutral Score,Postive Score,days_ago
463,@nytimes,64,63,0.0,0.0,1.0,0.0,0
464,@nytimes,65,64,0.0,0.0,1.0,0.0,0
465,@nytimes,66,65,0.0,0.0,1.0,0.0,0
466,@nytimes,67,66,-0.1531,0.195,0.682,0.123,0
467,@nytimes,68,67,0.0,0.0,1.0,0.0,0
468,@nytimes,69,68,-0.3182,0.119,0.881,0.0,0
469,@nytimes,70,69,0.0,0.0,1.0,0.0,0
470,@nytimes,71,70,0.3612,0.138,0.615,0.246,0
471,@nytimes,72,71,-0.1027,0.106,0.803,0.091,0
472,@nytimes,73,72,0.3612,0.0,0.878,0.122,0
473,@nytimes,74,73,0.3818,0.0,0.86,0.14,0
474,@nytimes,75,74,-0.4215,0.135,0.865,0.0,0
475,@nytimes,76,75,-0.6597,0.206,0.794,0.0,0
476,@nytimes,77,76,0.4215,0.0,0.865,0.135,0
477,@nytimes,78,77,0.0,0.0,1.0,0.0,0
478,@nytimes,79,78,-0.7845,0.266,0.734,0.0,0
479,@nytimes,80,79,0.0,0.0,1.0,0.0,0
480,@nytimes,81,80,0.7096,0.0,0.604,0.396,0
481,@nytimes,82,81,0.5719,0.0,0.829,0.171,0
482,@nytimes,83,82,0.0258,0.0,0.939,0.061,0
483,@nytimes,84,83,0.0,0.0,1.0,0.0,0
484,@nytimes,85,84,0.0,0.0,1.0,0.0,0
485,@nytimes,86,85,0.2621,0.0,0.886,0.114,0
486,@nytimes,87,86,0.0,0.0,1.0,0.0,0
487,@nytimes,88,87,-0.6808,0.384,0.616,0.0,0
488,@nytimes,89,88,0.0,0.0,1.0,0.0,0
489,@nytimes,90,89,-0.6908,0.231,0.769,0.0,0
490,@nytimes,91,90,-0.7351,0.383,0.617,0.0,0
491,@nytimes,92,91,0.0,0.0,1.0,0.0,0
492,@nytimes,93,92,-0.5859,0.356,0.509,0.134,0
493,@nytimes,94,93,0.0,0.0,1.0,0.0,0
494,@nytimes,95,94,0.0,0.0,1.0,0.0,0
495,@nytimes,96,95,-0.7964,0.323,0.677,0.0,0
496,@nytimes,97,96,-0.5423,0.156,0.844,0.0,0
497,@nytimes,98,97,0.0,0.0,1.0,0.0,0
498,@nytimes,99,98,0.0,0.0,1.0,0.0,0
499,@nytimes,100,99,-0.34,0.103,0.897,0.0,0
