,index,Compound Score,Negative Score,Neutral Score,Postive Score,Tweet Time,Tweets Ago,Username,converted_time,date,days_ago
357,57,-0.1774,0.173,0.694,0.133,Mon Apr 09 20:42:27 +0000 2018,58,@BBCWorld,2018-04-09 20:42:27+00:00,2018-04-09,-1
358,58,0.0,0.0,1.0,0.0,Mon Apr 09 20:34:25 +0000 2018,59,@BBCWorld,2018-04-09 20:34:25+00:00,2018-04-09,-1
359,59,-0.7845,0.345,0.655,0.0,Mon Apr 09 20:08:21 +0000 2018,60,@BBCWorld,2018-04-09 20:08:21+00:00,2018-04-09,-1
360,60,-0.3506,0.104,0.896,0.0,Mon Apr 09 19:56:15 +0000 2018,61,@BBCWorld,2018-04-09 19:56:15+00:00,2018-04-09,-1
361,61,0.0,0.0,1.0,0.0,Mon Apr 09 19:05:36 +0000 2018,62,@BBCWorld,2018-04-09 19:05:36+00:00,2018-04-09,-1
362,62,0.2911,0.0,0.886,0.114,Mon Apr 09 18:36:13 +0000 2018,63,@BBCWorld,2018-04-09 18:36:13+00:00,2018-04-09,-1
363,63,0.0,0.0,1.0,0.0,Mon Apr 09 18:35:13 +0000 2018,64,@BBCWorld,2018-04-09 18:35:13+00:00,2018-04-09,-1
364,64,-0.4767,0.383,0.617,0.0,Mon Apr 09 18:35:13 +0000 2018,65,@BBCWorld,2018-04-09 18:35:13+00:00,2018-04-09,-1
365,65,-0.6124,0.357,0.643,0.0,Mon Apr 09 18:35:11 +0000 2018,66,@BBCWorld,2018-04-09 18:35:11+00:00,2018-04-09,-1
366,66,0.7003,0.0,0.58,0.42,Mon Apr 09 18:35:11 +0000 2018,67,@BBCWorld,2018-04-09 18:35:11+00:00,2018-04-09,-1
367,67,0.0,0.0,1.0,0.0,Mon Apr 09 17:55:14 +0000 2018,68,@BBCWorld,2018-04-09 17:55:14+00:00,2018-04-09,-1
368,68,0.0,0.0,1.0,0.0,Mon Apr 09 17:31:00 +0000 2018,69,@BBCWorld,2018-04-09 17:31:00+00:00,2018-04-09,-1
369,69,0.3818,0.0,0.833,0.167,Mon Apr 09 17:21:26 +0000 2018,70,@BBCWorld,2018-04-09 17:21:26+00:00,2018-04-09,-1
370,70,-0.6124,0.385,0.615,0.0,Mon Apr 09 17:11:16 +0000 2018,71,@BBCWorld,2018-04-09 17:11:16+00:00,2018-04-09,-1
371,71,-0.34,0.362,0.638,0.0,Mon Apr 09 16:53:06 +0000 2018,72,@BBCWorld,2018-04-09 16:53:06+00:00,2018-04-09,-1
372,72,-0.6705,0.391,0.609,0.0,Mon Apr 09 16:40:43 +0000 2018,73,@BBCWorld,2018-04-09 16:40:43+00:00,2018-04-09,-1
373,73,0.0,0.0,1.0,0.0,Mon Apr 09 15:59:20 +0000 2018,74,@BBCWorld,2018-04-09 15:59:20+00:00,2018-04-09,-1
374,74,0.0,0.0,1.0,0.0,Mon Apr 09 15:56:35 +0000 2018,75,@BBCWorld,2018-04-09 15:56:35+00:00,2018-04-09,-1
375,75,-0.6597,0.328,0.672,0.0,Mon Apr 09 15:37:59 +0000 2018,76,@BBCWorld,2018-04-09 15:37:59+00:00,2018-04-09,-1
376,76,-0.9231,0.412,0.588,0.0,Mon Apr 09 15:17:57 +0000 2018,77,@BBCWorld,2018-04-09 15:17:57+00:00,2018-04-09,-1
377,77,0.3612,0.0,0.894,0.106,Mon Apr 09 14:44:55 +0000 2018,78,@BBCWorld,2018-04-09 14:44:55+00:00,2018-04-09,-1
378,78,0.0,0.0,1.0,0.0,Mon Apr 09 14:44:39 +0000 2018,79,@BBCWorld,2018-04-09 14:44:39+00:00,2018-04-09,-1
379,79,-0.5423,0.36,0.64,0.0,Mon Apr 09 14:21:00 +0000 2018,80,@BBCWorld,2018-04-09 14:21:00+00:00,2018-04-09,-1
380,80,0.0,0.0,1.0,0.0,Mon Apr 09 14:03:04 +0000 2018,81,@BBCWorld,2018-04-09 14:03:04+00:00,2018-04-09,-1
381,81,-0.3182,0.247,0.753,0.0,Mon Apr 09 13:59:54 +0000 2018,82,@BBCWorld,2018-04-09 13:59:54+00:00,2018-04-09,-1
382,82,0.0,0.0,1.0,0.0,Mon Apr 09 13:50:36 +0000 2018,83,@BBCWorld,2018-04-09 13:50:36+00:00,2018-04-09,-1
383,83,-0.1027,0.135,0.865,0.0,Mon Apr 09 13:41:51 +0000 2018,84,@BBCWorld,2018-04-09 13:41:51+00:00,2018-04-09,-1
384,84,-0.4215,0.286,0.714,0.0,Mon Apr 09 13:41:51 +0000 2018,85,@BBCWorld,2018-04-09 13:41:51+00:00,2018-04-09,-1
385,85,0.5719,0.0,0.844,0.156,Mon Apr 09 13:28:27 +0000 2018,86,@BBCWorld,2018-04-09 13:28:27+00:00,2018-04-09,-1
386,86,0.0,0.0,1.0,0.0,Mon Apr 09 13:27:30 +0000 2018,87,@BBCWorld,2018-04-09 13:27:30+00:00,2018-04-09,-1
387,87,-0.92,0.435,0.565,0.0,Mon Apr 09 13:17:16 +0000 2018,88,@BBCWorld,2018-04-09 13:17:16+00:00,2018-04-09,-1
388,88,0.0,0.0,1.0,0.0,Mon Apr 09 13:12:27 +0000 2018,89,@BBCWorld,2018-04-09 13:12:27+00:00,2018-04-09,-1
389,89,0.0,0.0,1.0,0.0,Mon Apr 09 12:59:45 +0000 2018,90,@BBCWorld,2018-04-09 12:59:45+00:00,2018-04-09,-1
390,90,0.0,0.0,1.0,0.0,Mon Apr 09 11:47:52 +0000 2018,91,@BBCWorld,2018-04-09 11:47:52+00:00,2018-04-09,-1
391,91,-0.765,0.487,0.513,0.0,Mon Apr 09 11:41:38 +0000 2018,92,@BBCWorld,2018-04-09 11:41:38+00:00,2018-04-09,-1
392,92,-0.34,0.255,0.745,0.0,Mon Apr 09 11:03:39 +0000 2018,93,@BBCWorld,2018-04-09 11:03:39+00:00,2018-04-09,-1
393,93,-0.5719,0.316,0.684,0.0,Mon Apr 09 10:59:25 +0000 2018,94,@BBCWorld,2018-04-09 10:59:25+00:00,2018-04-09,-1
394,94,0.0,0.0,1.0,0.0,Mon Apr 09 10:34:36 +0000 2018,95,@BBCWorld,2018-04-09 10:34:36+00:00,2018-04-09,-1
395,95,0.4019,0.0,0.748,0.252,Mon Apr 09 10:34:36 +0000 2018,96,@BBCWorld,2018-04-09 10:34:36+00:00,2018-04-09,-1
396,96,0.4404,0.0,0.707,0.293,Mon Apr 09 10:31:52 +0000 2018,97,@BBCWorld,2018-04-09 10:31:52+00:00,2018-04-09,-1
397,97,0.4588,0.204,0.395,0.401,Mon Apr 09 10:28:51 +0000 2018,98,@BBCWorld,2018-04-09 10:28:51+00:00,2018-04-09,-1
398,98,0.0772,0.0,0.86,0.14,Mon Apr 09 09:46:35 +0000 2018,99,@BBCWorld,2018-04-09 09:46:35+00:00,2018-04-09,-1
399,99,-0.128,0.248,0.55,0.202,Mon Apr 09 09:13:16 +0000 2018,100,@BBCWorld,2018-04-09 09:13:16+00:00,2018-04-09,-1
400,0,-0.4019,0.172,0.828,0.0,Tue Apr 10 20:39:38 +0000 2018,1,@CNN,2018-04-10 20:39:38+00:00,2018-04-10,0
401,1,0.0,0.0,1.0,0.0,Tue Apr 10 20:37:20 +0000 2018,2,@CNN,2018-04-10 20:37:20+00:00,2018-04-10,0
402,2,-0.296,0.121,0.879,0.0,Tue Apr 10 20:37:02 +0000 2018,3,@CNN,2018-04-10 20:37:02+00:00,2018-04-10,0
403,3,-0.5574,0.265,0.735,0.0,Tue Apr 10 20:33:17 +0000 2018,4,@CNN,2018-04-10 20:33:17+00:00,2018-04-10,0
404,4,0.0516,0.0,0.941,0.059,Tue Apr 10 20:32:04 +0000 2018,5,@CNN,2018-04-10 20:32:04+00:00,2018-04-10,0
405,5,0.7717,0.0,0.705,0.295,Tue Apr 10 20:25:37 +0000 2018,6,@CNN,2018-04-10 20:25:37+00:00,2018-04-10,0
406,6,-0.6249,0.24,0.76,0.0,Tue Apr 10 20:20:51 +0000 2018,7,@CNN,2018-04-10 20:20:51+00:00,2018-04-10,0
407,7,0.0,0.0,1.0,0.0,Tue Apr 10 20:19:05 +0000 2018,8,@CNN,2018-04-10 20:19:05+00:00,2018-04-10,0
408,8,-0.6705,0.268,0.632,0.1,Tue Apr 10 20:15:09 +0000 2018,9,@CNN,2018-04-10 20:15:09+00:00,2018-04-10,0
409,9,-0.296,0.167,0.833,0.0,Tue Apr 10 20:14:06 +0000 2018,10,@CNN,2018-04-10 20:14:06+00:00,2018-04-10,0
410,10,0.34,0.0,0.882,0.118,Tue Apr 10 20:10:22 +0000 2018,11,@CNN,2018-04-10 20:10:22+00:00,2018-04-10,0
411,11,0.0,0.0,1.0,0.0,Tue Apr 10 20:09:25 +0000 2018,12,@CNN,2018-04-10 20:09:25+00:00,2018-04-10,0
412,12,-0.1685,0.092,0.847,0.061,Tue Apr 10 20:04:20 +0000 2018,13,@CNN,2018-04-10 20:04:20+00:00,2018-04-10,0
413,13,0.5859,0.0,0.769,0.231,Tue Apr 10 20:01:46 +0000 2018,14,@CNN,2018-04-10 20:01:46+00:00,2018-04-10,0
414,14,0.0,0.0,1.0,0.0,Tue Apr 10 19:59:29 +0000 2018,15,@CNN,2018-04-10 19:59:29+00:00,2018-04-10,0
415,15,-0.1027,0.104,0.896,0.0,Tue Apr 10 19:57:24 +0000 2018,16,@CNN,2018-04-10 19:57:24+00:00,2018-04-10,0
416,16,0.0,0.0,1.0,0.0,Tue Apr 10 19:57:06 +0000 2018,17,@CNN,2018-04-10 19:57:06+00:00,2018-04-10,0
417,17,0.0,0.0,1.0,0.0,Tue Apr 10 19:52:01 +0000 2018,18,@CNN,2018-04-10 19:52:01+00:00,2018-04-10,0
418,18,0.624,0.0,0.806,0.194,Tue Apr 10 19:49:51 +0000 2018,19,@CNN,2018-04-10 19:49:51+00:00,2018-04-10,0
419,19,0.296,0.0,0.905,0.095,Tue Apr 10 19:47:04 +0000 2018,20,@CNN,2018-04-10 19:47:04+00:00,2018-04-10,0
420,20,-0.2023,0.079,0.921,0.0,Tue Apr 10 19:42:15 +0000 2018,21,@CNN,2018-04-10 19:42:15+00:00,2018-04-10,0
421,21,0.4019,0.0,0.838,0.162,Tue Apr 10 19:41:59 +0000 2018,22,@CNN,2018-04-10 19:41:59+00:00,2018-04-10,0
422,22,-0.4767,0.24,0.76,0.0,Tue Apr 10 19:36:01 +0000 2018,23,@CNN,2018-04-10 19:36:01+00:00,2018-04-10,0
423,23,0.4215,0.0,0.882,0.118,Tue Apr 10 19:34:42 +0000 2018,24,@CNN,2018-04-10 19:34:42+00:00,2018-04-10,0
424,24,0.4019,0.0,0.847,0.153,Tue Apr 10 19:32:33 +0000 2018,25,@CNN,2018-04-10 19:32:33+00:00,2018-04-10,0
425,25,0.5574,0.0,0.805,0.195,Tue Apr 10 19:27:07 +0000 2018,26,@CNN,2018-04-10 19:27:07+00:00,2018-04-10,0
426,26,0.0762,0.0,0.933,0.067,Tue Apr 10 19:26:08 +0000 2018,27,@CNN,2018-04-10 19:26:08+00:00,2018-04-10,0
427,27,0.4019,0.097,0.739,0.163,Tue Apr 10 19:22:42 +0000 2018,28,@CNN,2018-04-10 19:22:42+00:00,2018-04-10,0
428,28,0.0,0.0,1.0,0.0,Tue Apr 10 19:22:06 +0000 2018,29,@CNN,2018-04-10 19:22:06+00:00,2018-04-10,0
429,29,0.0772,0.104,0.779,0.117,Tue Apr 10 19:21:59 +0000 2018,30,@CNN,2018-04-10 19:21:59+00:00,2018-04-10,0
430,30,0.4754,0.0,0.829,0.171,Tue Apr 10 19:17:52 +0000 2018,31,@CNN,2018-04-10 19:17:52+00:00,2018-04-10,0
431,31,0.0,0.0,1.0,0.0,Tue Apr 10 19:14:36 +0000 2018,32,@CNN,2018-04-10 19:14:36+00:00,2018-04-10,0
432,32,0.0,0.0,1.0,0.0,Tue Apr 10 19:12:05 +0000 2018,33,@CNN,2018-04-10 19:12:05+00:00,2018-04-10,0
433,33,0.0772,0.092,0.766,0.142,Tue Apr 10 19:05:23 +0000 2018,34,@CNN,2018-04-10 19:05:23+00:00,2018-04-10,0
434,34,-0.4215,0.128,0.872,0.0,Tue Apr 10 19:03:03 +0000 2018,35,@CNN,2018-04-10 19:03:03+00:00,2018-04-10,0
435,35,0.0,0.0,1.0,0.0,Tue Apr 10 19:02:39 +0000 2018,36,@CNN,2018-04-10 19:02:39+00:00,2018-04-10,0
436,36,0.0,0.0,1.0,0.0,Tue Apr 10 18:58:04 +0000 2018,37,@CNN,2018-04-10 18:58:04+00:00,2018-04-10,0
437,37,0.0,0.0,1.0,0.0,Tue Apr 10 18:57:43 +0000 2018,38,@CNN,2018-04-10 18:57:43+00:00,2018-04-10,0
438,38,0.3818,0.0,0.867,0.133,Tue Apr 10 18:56:04 +0000 2018,39,@CNN,2018-04-10 18:56:04+00:00,2018-04-10,0
439,39,0.0,0.0,1.0,0.0,Tue Apr 10 18:55:11 +0000 2018,40,@CNN,2018-04-10 18:55:11+00:00,2018-04-10,0
440,40,0.0,0.0,1.0,0.0,Tue Apr 10 18:53:30 +0000 2018,41,@CNN,2018-04-10 18:53:30+00:00,2018-04-10,0
441,41,0.4019,0.0,0.876,0.124,Tue Apr 10 18:46:07 +0000 2018,42,@CNN,2018-04-10 18:46:07+00:00,2018-04-10,0
442,42,0.0772,0.0,0.92,0.08,Tue Apr 10 18:40:58 +0000 2018,43,@CNN,2018-04-10 18:40:58+00:00,2018-04-10,0
443,43,0.0,0.0,1.0,0.0,Tue Apr 10 18:35:01 +0000 2018,44,@CNN,2018-04-10 18:35:01+00:00,2018-04-10,0
444,44,0.6249,0.0,0.814,0.186,Tue Apr 10 18:31:02 +0000 2018,45,@CNN,2018-04-10 18:31:02+00:00,2018-04-10,0
445,45,0.6204,0.0,0.612,0.388,Tue Apr 10 18:18:00 +0000 2018,46,@CNN,2018-04-10 18:18:00+00:00,2018-04-10,0
446,46,0.2023,0.099,0.756,0.145,Tue Apr 10 18:10:09 +0000 2018,47,@CNN,2018-04-10 18:10:09+00:00,2018-04-10,0
447,47,0.5574,0.0,0.841,0.159,Tue Apr 10 18:00:14 +0000 2018,48,@CNN,2018-04-10 18:00:14+00:00,2018-04-10,0
448,48,0.1779,0.0,0.855,0.145,Tue Apr 10 18:00:05 +0000 2018,49,@CNN,2018-04-10 18:00:05+00:00,2018-04-10,0
449,49,0.0,0.0,1.0,0.0,Tue Apr 10 17:52:59 +0000 2018,50,@CNN,2018-04-10 17:52:59+00:00,2018-04-10,0
450,50,-0.5574,0.217,0.783,0.0,Tue Apr 10 17:50:04 +0000 2018,51,@CNN,2018-04-10 17:50:04+00:00,2018-04-10,0
451,51,0.0,0.0,1.0,0.0,Tue Apr 10 17:48:52 +0000 2018,52,@CNN,2018-04-10 17:48:52+00:00,2018-04-10,0
452,52,0.0,0.0,1.0,0.0,Tue Apr 10 17:44:46 +0000 2018,53,@CNN,2018-04-10 17:44:46+00:00,2018-04-10,0
453,53,0.0,0.0,1.0,0.0,Tue Apr 10 17:40:10 +0000 2018,54,@CNN,2018-04-10 17:40:10+00:00,2018-04-10,0
454,54,0.4767,0.0,0.86,0.14,Tue Apr 10 17:30:09 +0000 2018,55,@CNN,2018-04-10 17:30:09+00:00,2018-04-10,0
455,55,-0.1027,0.08,0.92,0.0,Tue Apr 10 17:20:11 +0000 2018,56,@CNN,2018-04-10 17:20:11+00:00,2018-04-10,0
456,56,0.2263,0.052,0.861,0.086,Tue Apr 10 17:19:03 +0000 2018,57,@CNN,2018-04-10 17:19:03+00:00,2018-04-10,0
457,57,0.0,0.0,1.0,0.0,Tue Apr 10 17:10:12 +0000 2018,58,@CNN,2018-04-10 17:10:12+00:00,2018-04-10,0
458,58,0.0,0.0,1.0,0.0,Tue Apr 10 17:03:05 +0000 2018,59,@CNN,2018-04-10 17:03:05+00:00,2018-04-10,0
459,59,0.0,0.0,1.0,0.0,Tue Apr 10 16:54:46 +0000 2018,60,@CNN,2018-04-10 16:54:46+00:00,2018-04-10,0
460,60,0.8225,0.0,0.65,0.35,Tue Apr 10 16:42:55 +0000 2018,61,@CNN,2018-04-10 16:42:55+00:00,2018-04-10,0
461,61,-0.296,0.145,0.855,0.0,Tue Apr 10 16:30:09 +0000 2018,62,@CNN,2018-04-10 16:30:09+00:00,2018-04-10,0
462,62,0.34,0.0,0.893,0.107,Tue Apr 10 16:20:11 +0000 2018,63,@CNN,2018-04-10 16:20:11+00:00,2018-04-10,0
463,63,0.34,0.0,0.897,0.103,Tue Apr 10 16:10:31 +0000 2018,64,@CNN,2018-04-10 16:10:31+00:00,2018-04-10,0
464,64,-0.1531,0.176,0.682,0.142,Tue Apr 10 16:10:07 +0000 2018,65,@CNN,2018-04-10 16:10:07+00:00,2018-04-10,0
465,65,0.0258,0.0,0.95,0.05,Tue Apr 10 16:00:21 +0000 2018,66,@CNN,2018-04-10 16:00:21+00:00,2018-04-10,0
466,66,-0.8225,0.297,0.703,0.0,Tue Apr 10 15:50:10 +0000 2018,67,@CNN,2018-04-10 15:50:10+00:00,2018-04-10,0
467,67,0.0,0.0,1.0,0.0,Tue Apr 10 15:40:10 +0000 2018,68,@CNN,2018-04-10 15:40:10+00:00,2018-04-10,0
468,68,-0.4215,0.189,0.702,0.11,Tue Apr 10 15:30:07 +0000 2018,69,@CNN,2018-04-10 15:30:07+00:00,2018-04-10,0
469,69,-0.5574,0.141,0.859,0.0,Tue Apr 10 15:20:00 +0000 2018,70,@CNN,2018-04-10 15:20:00+00:00,2018-04-10,0
470,70,-0.3947,0.123,0.877,0.0,Tue Apr 10 15:10:08 +0000 2018,71,@CNN,2018-04-10 15:10:08+00:00,2018-04-10,0
471,71,-0.7184,0.318,0.682,0.0,Tue Apr 10 15:00:06 +0000 2018,72,@CNN,2018-04-10 15:00:06+00:00,2018-04-10,0
472,72,0.0,0.0,1.0,0.0,Tue Apr 10 14:53:07 +0000 2018,73,@CNN,2018-04-10 14:53:07+00:00,2018-04-10,0
473,73,0.128,0.117,0.736,0.147,Tue Apr 10 14:41:17 +0000 2018,74,@CNN,2018-04-10 14:41:17+00:00,2018-04-10,0
474,74,0.0,0.0,1.0,0.0,Tue Apr 10 14:33:41 +0000 2018,75,@CNN,2018-04-10 14:33:41+00:00,2018-04-10,0
475,75,-0.34,0.13,0.87,0.0,Tue Apr 10 14:20:04 +0000 2018,76,@CNN,2018-04-10 14:20:04+00:00,2018-04-10,0
476,76,0.0,0.0,1.0,0.0,Tue Apr 10 14:10:05 +0000 2018,77,@CNN,2018-04-10 14:10:05+00:00,2018-04-10,0
477,77,-0.25,0.143,0.857,0.0,Tue Apr 10 14:00:07 +0000 2018,78,@CNN,2018-04-10 14:00:07+00:00,2018-04-10,0
478,78,0.1027,0.0,0.928,0.072,Tue Apr 10 13:50:07 +0000 2018,79,@CNN,2018-04-10 13:50:07+00:00,2018-04-10,0
479,79,0.0,0.0,1.0,0.0,Tue Apr 10 13:33:02 +0000 2018,80,@CNN,2018-04-10 13:33:02+00:00,2018-04-10,0
480,80,0.0258,0.0,0.95,0.05,Tue Apr 10 13:30:11 +0000 2018,81,@CNN,2018-04-10 13:30:11+00:00,2018-04-10,0
481,81,0.0,0.0,1.0,0.0,Tue Apr 10 13:20:09 +0000 2018,82,@CNN,2018-04-10 13:20:09+00:00,2018-04-10,0
482,82,0.8225,0.0,0.65,0.35,Tue Apr 10 13:20:04 +0000 2018,83,@CNN,2018-04-10 13:20:04+00:00,2018-04-10,0
483,83,0.4404,0.0,0.791,0.209,Tue Apr 10 13:10:05 +0000 2018,84,@CNN,2018-04-10 13:10:05+00:00,2018-04-10,0
484,84,-0.4019,0.184,0.816,0.0,Tue Apr 10 13:00:09 +0000 2018,85,@CNN,2018-04-10 13:00:09+00:00,2018-04-10,0
485,85,0.4767,0.0,0.785,0.215,Tue Apr 10 12:50:06 +0000 2018,86,@CNN,2018-04-10 12:50:06+00:00,2018-04-10,0
486,86,0.4019,0.0,0.863,0.137,Tue Apr 10 12:44:49 +0000 2018,87,@CNN,2018-04-10 12:44:49+00:00,2018-04-10,0
487,87,0.0,0.0,1.0,0.0,Tue Apr 10 12:40:12 +0000 2018,88,@CNN,2018-04-10 12:40:12+00:00,2018-04-10,0
488,88,0.0,0.0,1.0,0.0,Tue Apr 10 12:30:14 +0000 2018,89,@CNN,2018-04-10 12:30:14+00:00,2018-04-10,0
489,89,0.4767,0.0,0.86,0.14,Tue Apr 10 12:26:08 +0000 2018,90,@CNN,2018-04-10 12:26:08+00:00,2018-04-10,0
490,90,-0.8225,0.297,0.703,0.0,Tue Apr 10 12:20:07 +0000 2018,91,@CNN,2018-04-10 12:20:07+00:00,2018-04-10,0
491,91,0.0,0.0,1.0,0.0,Tue Apr 10 12:10:05 +0000 2018,92,@CNN,2018-04-10 12:10:05+00:00,2018-04-10,0
492,92,0.4767,0.0,0.866,0.134,Tue Apr 10 12:01:37 +0000 2018,93,@CNN,2018-04-10 12:01:37+00:00,2018-04-10,0
493,93,0.4215,0.0,0.865,0.135,Tue Apr 10 12:00:00 +0000 2018,94,@CNN,2018-04-10 12:00:00+00:00,2018-04-10,0
494,94,-0.4215,0.189,0.702,0.11,Tue Apr 10 11:55:04 +0000 2018,95,@CNN,2018-04-10 11:55:04+00:00,2018-04-10,0
495,95,-0.5574,0.141,0.859,0.0,Tue Apr 10 11:50:00 +0000 2018,96,@CNN,2018-04-10 11:50:00+00:00,2018-04-10,0
496,96,-0.34,0.112,0.888,0.0,Tue Apr 10 11:40:07 +0000 2018,97,@CNN,2018-04-10 11:40:07+00:00,2018-04-10,0
497,97,-0.3947,0.123,0.877,0.0,Tue Apr 10 11:35:03 +0000 2018,98,@CNN,2018-04-10 11:35:03+00:00,2018-04-10,0
498,98,0.0,0.0,1.0,0.0,Tue Apr 10 11:30:03 +0000 2018,99,@CNN,2018-04-10 11:30:03+00:00,2018-04-10,0
499,99,-0.1531,0.071,0.929,0.0,Tue Apr 10 11:29:06 +0000 2018,100,@CNN,2018-04-10 11:29:06+00:00,2018-04-10,0
